date,open,high,low,close
22-07-2019,6700.0,6724.6,6700.0,6710.0
23-07-2019,6680.0,6712.0,6680.0,6712.0
24-07-2019,6681.0,6735.0,6681.0,6722.31
25-07-2019,6715.0,6740.0,6715.0,6740.0
26-07-2019,6740.0,6750.0,6740.0,6745.41
29-07-2019,6728.0,6760.0,6725.0,6753.75
30-07-2019,6761.0,7000.0,6761.0,7000.0
31-07-2019,6840.0,6840.0,6840.0,6840.0
01-08-2019,6742.0,6800.0,6742.0,6800.0
02-08-2019,6849.0,6875.0,6840.0,6872.52
05-08-2019,6950.0,6950.0,6802.01,6802.01
06-08-2019,6802.0,6910.0,6801.99,6815.0
07-08-2019,6815.0,6815.0,6811.0,6811.0
08-08-2019,6811.0,6840.0,6802.0,6825.27
09-08-2019,6825.0,6880.0,6800.0,6862.69
13-08-2019,6840.0,6850.0,6840.0,6840.62
14-08-2019,6820.0,6850.0,6811.0,6811.0
16-08-2019,6810.0,6812.9,6798.0,6802.76
19-08-2019,6800.0,6847.5,6800.0,6847.5
20-08-2019,6840.0,6865.0,6840.0,6865.0
21-08-2019,6815.0,6815.0,6800.0,6811.71
22-08-2019,6814.0,6820.0,6814.0,6817.0
23-08-2019,6805.0,6880.0,6805.0,6880.0
26-08-2019,6850.0,6855.0,6817.0,6855.0
27-08-2019,6871.0,6871.0,6871.0,6871.0
28-08-2019,6890.0,6899.99,6885.0,6898.27
29-08-2019,6896.0,6920.0,6889.5,6920.0
30-08-2019,6890.0,6979.0,6890.0,6929.0
03-09-2019,6945.0,6945.0,6890.0,6890.0
04-09-2019,6890.0,6930.0,6890.0,6929.2
05-09-2019,6929.2,6930.0,6900.0,6929.59
06-09-2019,6929.0,6960.0,6929.0,6950.0
09-09-2019,6975.0,6975.0,6950.0,6950.0
11-09-2019,6950.0,7000.0,6950.0,7000.0
12-09-2019,6980.0,7020.0,6980.0,7017.5
13-09-2019,7021.0,7032.0,7021.0,7022.17
16-09-2019,7022.0,7045.0,7022.0,7023.0
17-09-2019,7023.0,7030.0,7023.0,7023.25
18-09-2019,7023.0,7024.0,6970.0,7019.0
19-09-2019,6980.0,7000.0,6980.0,7000.0
20-09-2019,7000.0,7000.0,6950.0,6980.0
23-09-2019,6910.0,6970.0,6910.0,6970.0
24-09-2019,6970.0,6986.0,6970.0,6980.0
25-09-2019,6975.0,7000.0,6970.0,7000.0
26-09-2019,7000.0,7030.0,6987.0,7013.28
27-09-2019,6961.0,6998.0,6961.0,6998.0
30-09-2019,7000.0,7000.0,7000.0,7000.0
01-10-2019,7049.0,7049.0,6970.0,7028.0
03-10-2019,7028.0,7028.0,6980.0,6989.5
04-10-2019,6950.0,6985.0,6885.0,6885.0
07-10-2019,6905.0,6910.0,6836.0,6840.78
09-10-2019,6900.0,6900.0,6840.0,6870.0
10-10-2019,6880.0,6969.0,6880.0,6935.28
11-10-2019,6830.0,6960.0,6830.0,6938.77
14-10-2019,6969.0,6969.0,6969.0,6969.0
15-10-2019,6920.0,6942.0,6848.0,6928.28
16-10-2019,6915.0,6935.1,6905.0,6929.99
17-10-2019,6908.0,6963.0,6908.0,6960.0
18-10-2019,6900.0,6928.0,6875.0,6875.0
22-10-2019,6860.0,6895.0,6860.0,6873.1
23-10-2019,6890.0,6950.0,6853.0,6950.0
24-10-2019,6915.0,6958.0,6915.0,6946.82
25-10-2019,6940.0,6979.0,6930.0,6971.25
27-10-2019,6970.0,7030.0,6970.0,7030.0
29-10-2019,7015.0,7015.0,6931.05,6934.96
30-10-2019,6999.0,7140.0,6982.0,7008.06
31-10-2019,6980.0,7009.0,6980.0,6985.48
